0.0000__64.0000, 0.8306__64.0000, 2.1873__64.0000, 2.5241__64.0000, 4.0641__64.0000, 4.6419__64.0000, 6.2617__64.0000, 6.4487__64.0000, 8.4798__64.0000, 8.6533__64.0000, 10.0157__64.0000, 10.4980__64.0000, 12.1884__64.0000, 13.2704__64.0000, 13.8676__64.0000, 15.2892__64.0000, 15.9667__64.0000, 16.2934__64.0000, 17.9627__64.0000, 18.6921__64.0000, 19.2748__64.0000, 20.9155__64.0000, 22.2569__64.0000, 23.0246__64.0000, 23.7571__64.0000, 25.1498__64.0000, 25.9625__64.0000, 27.9536__64.0000, 28.2378__64.0000, 29.8645__64.0000, 30.4448__64.0000, 31.0356__64.0000, 31.9560__64.0000, 33.0101__64.0000, 33.8957__64.0000, 34.3980__64.0000, 35.9191__64.0000, 37.5979__64.0000, 38.0127__64.0000, 38.7536__64.0000, 40.0317__64.0000, 41.2830__64.0000, 41.8442__64.0000, 42.9328__64.0000, 44.4142__64.0000, 45.0375__64.0000, 45.7698__64.0000, 46.6547__64.0000, 47.5786__64.0000, 48.4244__64.0000, 49.5434__64.0000, 50.6340__64.0000, 52.1392__64.0000, 52.6682__64.0000, 54.3373__64.0000, 55.0767__64.0000, 56.6013__64.0000, 57.2234__64.0000, 57.9071__64.0000, 58.9222__64.0000, 59.7641__64.0000, 61.1596__64.0000, 62.0659__64.0000, 63.0861__64.0000, 64.0000__64.0000, 
0.0000__16.8491, 1.0033__17.1595, 2.3127__17.0482, 3.2623__17.0835, 4.4945__17.1528, 4.8644__17.0255, 6.3958__17.4433, 7.0817__17.8229, 8.2977__17.2634, 9.2200__17.6449, 10.1482__17.8604, 10.9803__17.3195, 12.5367__17.2732, 13.0589__17.0370, 14.6973__17.1316, 15.0554__17.0200, 16.0240__17.1874, 17.0514__17.2556, 18.0859__16.8387, 18.6993__16.9570, 20.4662__16.8485, 21.1063__16.6469, 22.1939__16.5956, 23.2022__16.9399, 24.2735__17.0391, 25.4102__16.7167, 26.1670__17.0907, 27.0274__17.1765, 28.3991__16.9804, 29.1028__17.1816, 30.5137__17.1587, 30.8473__17.2396, 32.1006__17.6060, 32.8983__17.0934, 33.9325__16.9628, 35.0642__17.0649, 35.8243__17.1683, 37.0091__17.0639, 37.9332__16.7077, 39.0060__17.3433, 40.2158__17.2288, 40.6001__17.1428, 42.1046__17.1691, 43.0448__16.5951, 43.6295__16.9781, 45.2346__16.8794, 45.7633__16.5103, 46.8739__16.4258, 47.8134__16.3554, 48.5286__16.6921, 49.9624__17.0005, 51.1981__17.0317, 51.8671__16.9292, 53.4192__17.1713, 53.6629__17.2990, 55.2913__17.1675, 55.7862__17.2115, 56.9814__17.0496, 58.2132__17.1272, 58.8315__16.7494, 59.7066__17.2243, 60.9648__17.3630, 61.8504__17.2836, 63.4313__17.6130, 64.0000__17.3772, 
0.0000__15.9884, 0.9896__15.7256, 2.0193__15.8636, 3.5815__15.8157, 3.9497__16.0783, 5.3895__16.2452, 5.8400__15.9103, 7.1696__15.9241, 8.1960__16.3905, 9.1653__16.1987, 10.1622__16.0067, 11.2369__16.2245, 12.3354__16.3814, 13.5654__16.3584, 14.4556__16.2183, 15.0715__16.4691, 16.2544__16.0859, 16.9061__15.8086, 18.2659__16.1019, 18.6581__15.9519, 20.4561__16.1427, 21.3497__16.0853, 21.9779__16.1120, 23.0096__16.2627, 24.6049__15.9310, 25.1893__16.1357, 25.9791__16.1973, 27.2106__16.1097, 28.1774__16.3685, 29.3566__16.1238, 30.1062__16.3344, 31.0031__16.5104, 32.1308__15.6259, 33.2876__15.9325, 33.7284__15.9389, 35.2045__16.1263, 35.7761__15.9307, 37.0781__15.9006, 38.0253__16.1099, 39.0715__15.4302, 39.6871__15.7920, 41.2243__15.8622, 41.9357__15.4833, 42.9680__16.1758, 43.5320__15.9857, 45.3452__16.0309, 45.9821__15.9869, 46.9570__15.7151, 47.4126__16.0170, 48.7094__15.9497, 49.7536__15.5117, 51.0028__15.8557, 52.1763__15.8125, 52.8425__15.8273, 54.1792__15.8984, 54.9045__15.9325, 56.0040__16.0252, 57.0781__15.8823, 58.1785__15.8756, 58.7925__16.2963, 59.2189__16.3126, 61.0189__16.4161, 61.7382__16.5285, 63.4190__16.4231, 64.0000__16.8521, 
0.0000__14.9788, 1.1042__15.1863, 2.1532__14.8677, 3.2334__15.2663, 4.1524__15.1460, 5.1021__15.1619, 6.0572__15.5008, 6.9995__15.1344, 8.0917__15.0874, 9.3087__15.4543, 10.2193__15.4687, 11.0337__15.1921, 12.3732__15.2567, 13.4971__15.1784, 14.4725__15.4269, 15.2786__14.8134, 16.3059__15.4607, 17.3783__15.2342, 17.9535__15.0481, 18.8914__15.3595, 20.3617__14.9108, 21.3297__15.0053, 21.7429__15.1785, 23.5126__14.9235, 24.1804__15.2930, 25.1537__15.4877, 26.2369__15.1151, 27.2910__14.8366, 27.8489__14.8213, 29.3776__15.4186, 30.0950__15.2105, 31.2414__14.9457, 32.3363__15.0537, 32.6216__15.2236, 34.1945__15.3809, 34.8674__15.0551, 36.0896__15.3536, 37.0440__15.1557, 38.3352__14.7133, 38.8639__15.1752, 39.8445__14.8832, 40.9850__14.7042, 42.1302__15.0755, 42.5558__14.5779, 44.2988__14.8755, 44.8617__14.6437, 46.0856__14.6252, 46.6438__15.1148, 47.7577__14.7768, 48.7499__14.7286, 49.9153__14.9510, 51.1243__14.3831, 52.2168__14.3624, 52.8192__14.3365, 53.8588__14.5144, 54.7205__15.0209, 56.3117__14.7257, 56.8405__14.8146, 57.7083__15.4177, 58.5785__15.5272, 59.5225__15.3786, 60.6530__15.2630, 62.2042__15.1207, 63.0618__15.2184, 64.0000__15.1651, 
0.0000__13.7838, 0.8700__13.7538, 2.1699__14.1968, 3.1062__13.8622, 4.3157__13.8459, 4.6950__14.0359, 5.9895__13.9306, 7.4112__13.9849, 8.1099__13.9321, 8.9328__13.9803, 10.3658__14.2162, 11.1091__14.2446, 12.4199__13.9980, 13.2259__14.1966, 14.6500__14.1051, 15.4595__14.3165, 15.9443__13.9543, 17.1629__14.2178, 17.9335__14.5459, 18.8527__14.1445, 20.6583__14.2232, 20.9473__14.3049, 22.1776__14.1849, 23.2176__14.1864, 24.1203__14.2206, 25.2033__13.9666, 26.4315__14.0721, 27.2593__14.2072, 27.8990__14.2543, 29.2943__13.7824, 29.9496__14.0655, 31.4021__14.2683, 32.0847__14.3421, 33.0210__14.1689, 33.6602__13.8352, 35.1712__14.4172, 35.7920__14.0274, 37.4053__14.2097, 38.2775__14.4123, 39.0936__13.6946, 40.1063__13.8166, 41.0346__13.7036, 42.0435__13.6546, 42.8867__13.9541, 43.9735__13.5855, 44.8881__13.9977, 45.8332__14.1429, 46.7282__13.8013, 48.0940__13.8598, 48.8596__13.4942, 49.8001__13.2691, 51.2423__13.7953, 51.9618__13.9881, 53.0999__13.8639, 53.4461__13.7261, 55.1202__13.4002, 55.7707__13.8145, 56.9643__14.0382, 57.3809__13.7607, 58.6702__14.1431, 59.8167__14.0232, 60.8577__13.7529, 61.7542__14.1099, 63.2523__14.2085, 64.0000__14.1464, 
0.0000__13.3372, 0.9951__13.2193, 1.9531__12.8183, 3.5081__12.9692, 3.9189__13.1068, 5.1856__13.0263, 6.0954__12.5734, 7.0364__12.8184, 8.0056__13.3120, 9.0525__13.1426, 9.9670__13.0580, 11.5094__12.8701, 11.9541__13.0548, 13.7491__12.9146, 14.2415__12.8650, 15.4929__13.0357, 16.2473__13.1647, 16.8379__12.7866, 17.6760__12.7059, 19.1038__13.1260, 20.4021__13.3288, 21.1839__13.2258, 22.1165__12.9155, 23.1056__13.0424, 24.1050__13.2778, 25.2196__13.5368, 26.4995__13.3051, 26.9185__13.4140, 28.3838__13.2135, 28.9900__13.4517, 30.2733__13.2091, 30.9565__12.9228, 32.4555__12.9750, 33.1898__13.2237, 34.0133__13.1257, 35.0237__12.6066, 35.8904__13.0660, 37.1588__12.9856, 38.1590__12.9202, 39.5947__13.0518, 39.6880__12.8991, 41.4615__12.8466, 41.6490__12.8067, 43.1731__12.6952, 43.9236__12.8367, 44.5317__12.8244, 46.0759__12.8148, 47.0334__12.8224, 47.9247__12.6508, 49.2463__12.6023, 49.6777__12.5261, 51.0223__12.5300, 52.1331__12.2632, 52.6553__12.6049, 54.0468__12.6298, 54.7913__12.6420, 55.6211__12.7996, 56.9410__12.5863, 57.3122__13.0578, 58.5781__12.8864, 60.0414__12.7862, 60.5759__13.0645, 61.7292__13.0852, 63.0706__13.1200, 64.0000__13.4148, 
0.0000__11.9402, 1.1018__11.9865, 2.4243__11.7840, 2.8601__11.8854, 4.4785__11.8050, 5.0622__11.5369, 6.0839__11.9143, 6.7621__11.8785, 7.8157__11.7572, 9.2938__11.9216, 10.0661__11.7315, 11.2278__12.2026, 12.3972__11.7669, 13.3912__11.8448, 14.5184__11.8899, 15.3496__11.7450, 16.0342__11.8826, 17.2219__11.9502, 17.5012__11.8176, 18.9019__11.8295, 20.3013__11.9804, 21.4834__12.0250, 22.1491__12.1104, 22.8287__12.2157, 24.1286__12.2098, 25.3035__11.8176, 26.1753__12.2402, 27.0089__12.3361, 28.3744__12.3268, 29.1986__11.8718, 30.4101__12.5287, 31.3405__12.3141, 32.2881__11.8700, 32.8689__11.9701, 34.3280__11.6747, 34.7134__11.9749, 36.1858__11.6531, 37.0187__11.6311, 38.4768__11.5616, 39.0493__12.0381, 40.2667__12.1910, 41.1532__11.9861, 42.1511__11.9051, 42.9565__11.7093, 43.6386__12.0275, 45.1901__11.7942, 45.8437__11.4896, 47.0511__11.5588, 48.0331__11.5076, 48.9548__11.7565, 50.0572__11.6987, 50.9817__11.4226, 52.0503__11.6944, 52.7052__11.5506, 53.7525__11.6910, 54.8432__11.8705, 55.6088__11.5304, 56.4673__12.0878, 57.2535__12.0119, 58.7506__11.8083, 59.6591__12.2114, 60.6381__12.2421, 61.8502__11.9171, 62.8357__11.9771, 64.0000__11.9435, 
0.0000__10.7161, 1.3238__10.4565, 2.1831__10.7165, 2.9878__10.7904, 4.3218__10.9272, 5.2878__11.0938, 5.9725__10.5090, 6.8029__10.8157, 8.0302__10.6601, 8.9867__10.6930, 10.4430__10.7506, 11.1913__10.3595, 12.3837__10.8277, 13.3794__10.8161, 14.1398__10.9593, 15.3722__11.3749, 16.1732__10.9699, 17.1522__10.8408, 17.7157__10.9544, 19.2066__10.4142, 19.7941__10.6559, 21.3748__11.1259, 21.9928__11.3158, 23.1830__11.0875, 23.9688__11.0940, 25.4330__11.4682, 26.0731__11.1074, 26.7742__11.1027, 28.3738__11.3131, 29.3208__11.6538, 30.0269__11.3363, 31.8061__11.2791, 32.3422__11.1605, 33.1311__10.9656, 34.2454__11.2560, 34.9740__10.6373, 36.1177__10.7394, 37.0518__10.8171, 38.2897__11.0791, 38.9641__10.9166, 40.0827__10.5694, 41.0097__11.1174, 42.2836__11.0763, 42.8117__11.2750, 43.9731__10.7689, 45.0317__10.8193, 45.9887__11.1402, 47.2067__10.6937, 47.9615__10.6737, 48.7992__10.7303, 49.9803__11.0376, 51.1384__11.1522, 51.9236__10.7727, 52.8294__10.9781, 53.5616__10.8155, 55.0667__10.6621, 55.5817__10.7789, 56.0900__10.7214, 57.8688__10.8631, 58.2511__10.8776, 59.7129__10.9166, 60.9170__10.6544, 61.6708__10.8082, 62.7764__11.0127, 64.0000__11.0936, 
0.0000__9.5616, 1.0834__9.8989, 2.0581__9.9955, 3.2366__9.8111, 4.1329__9.5735, 5.2970__9.3691, 5.9710__9.8550, 6.7572__9.6598, 8.1447__9.5670, 9.0639__9.4039, 9.9296__9.7612, 11.3109__10.2201, 11.8484__10.0846, 13.7832__10.1422, 14.0115__9.7569, 15.0734__9.7100, 16.4861__10.2322, 17.2152__10.0497, 17.7872__9.7284, 19.0096__9.6710, 19.6895__9.8168, 21.0158__9.8790, 21.9968__10.1031, 23.1326__10.2814, 24.0932__10.1946, 25.1813__10.0111, 26.2167__10.7111, 27.1279__10.1604, 28.0500__9.8522, 29.2139__9.9589, 30.3722__10.0718, 31.3413__10.1953, 32.6387__10.2899, 33.0822__10.2027, 34.5205__9.8027, 35.0532__10.0491, 35.9871__10.0753, 37.2875__9.9041, 37.9136__9.7985, 39.4480__10.0461, 39.7993__10.1371, 41.1303__9.9302, 42.1397__9.9645, 42.8961__9.7697, 44.2324__9.9038, 44.7013__10.0156, 46.1831__9.7743, 47.3714__9.8148, 47.6907__9.9692, 48.9416__10.2075, 49.9961__9.6639, 50.8306__9.6212, 52.3367__9.7900, 52.5928__9.6002, 53.8305__9.7344, 54.8014__9.8224, 55.5021__9.8086, 55.9802__10.0207, 57.9106__10.1080, 58.4447__9.8001, 59.6601__9.5821, 60.8397__9.9762, 61.6317__9.9214, 62.6605__9.8447, 64.0000__9.8755, 
0.0000__8.9025, 1.1138__8.5051, 1.9401__8.5903, 3.1906__9.0053, 4.3846__9.0477, 5.3435__8.9084, 5.7347__8.6028, 7.0001__8.9194, 8.0452__8.9264, 9.0653__9.0286, 9.8612__8.8117, 10.5945__8.5609, 12.4964__9.0055, 13.4059__9.0987, 14.4192__9.4016, 15.0977__8.9588, 16.3683__8.8749, 17.1079__9.5918, 18.4636__9.3232, 18.8525__9.0903, 19.8683__9.2224, 20.9095__9.0412, 22.1777__8.9513, 22.9082__8.8464, 23.8025__8.9378, 25.1053__9.5120, 26.1127__8.9603, 27.4197__9.3191, 28.3603__9.0189, 29.3265__8.9357, 30.3286__8.8121, 31.1843__8.8109, 32.1020__9.3430, 33.6733__9.0373, 34.0155__9.3142, 35.1225__9.4611, 36.2535__8.9300, 37.1253__8.9799, 38.0499__9.0802, 39.1487__8.9612, 40.2341__8.6692, 41.0952__8.6140, 42.0531__8.6762, 42.7865__8.9497, 44.0314__9.0544, 44.7956__9.1487, 46.5818__8.8565, 46.8998__9.1739, 48.0408__9.2539, 48.9653__8.5836, 50.0018__9.1076, 51.2721__8.7370, 51.7121__8.8096, 52.9150__9.3919, 53.6917__8.9139, 54.9132__8.8427, 55.2407__9.0889, 56.4103__8.9781, 57.4770__8.9466, 59.1016__8.9018, 59.3669__8.6941, 60.8553__8.7717, 61.7219__8.8760, 62.9391__8.6414, 64.0000__8.4074, 
0.0000__7.3265, 1.0276__7.7811, 1.8494__7.8868, 3.1349__7.6289, 4.1448__7.6960, 5.5083__7.9854, 6.1075__7.8415, 6.7514__7.3552, 7.9556__7.7331, 9.0567__7.5762, 10.1343__7.9849, 10.5547__8.0475, 12.1382__7.8785, 13.1182__8.5399, 14.1641__8.3762, 15.6828__8.4262, 16.0313__8.3431, 17.2560__8.0537, 18.2298__8.4797, 19.1216__8.8000, 19.9286__8.2293, 20.9892__8.4004, 22.1405__8.4560, 22.8359__8.3968, 23.8175__8.2936, 25.0895__7.8686, 26.0069__8.5412, 27.4894__8.2329, 28.4012__8.3639, 29.3971__8.4087, 30.5946__8.1533, 30.9203__8.1325, 32.1989__7.9805, 33.4440__8.5668, 34.0932__8.3757, 35.1739__7.9976, 36.3911__8.2853, 37.1329__8.0809, 38.4369__7.5838, 38.9912__7.5523, 40.1950__7.9460, 40.9654__8.1745, 42.0649__8.2277, 42.9016__7.7744, 43.5344__7.9012, 45.4319__7.6522, 46.0692__7.9377, 47.0370__8.0288, 48.1993__7.6036, 48.7221__8.2599, 50.2645__7.7683, 50.9635__8.0145, 51.9019__8.1705, 52.8012__7.3759, 53.7812__7.9311, 54.7267__8.1793, 55.4386__8.0513, 56.3783__8.0960, 57.9481__7.7263, 58.5854__7.7545, 59.9690__7.7112, 60.2992__7.4628, 62.1189__7.5873, 62.9619__7.4684, 64.0000__7.6621, 
0.0000__6.7333, 0.8413__6.5415, 2.1389__6.3665, 2.8239__6.6284, 4.3822__6.5714, 4.8718__6.6143, 6.4415__6.9331, 6.9791__6.8045, 7.5892__6.6094, 9.0448__7.0036, 9.8116__6.9450, 10.9605__7.0249, 11.9229__6.9532, 13.2052__6.8594, 14.2327__6.9468, 15.2794__7.2927, 16.1741__7.5817, 17.2383__7.4867, 17.7912__7.4758, 19.3560__7.0488, 19.8805__7.4535, 20.9054__7.4349, 22.3424__7.4585, 22.8507__7.2067, 24.1231__7.1090, 24.8255__7.4762, 26.2912__6.8782, 27.1070__7.1348, 28.2913__7.4844, 29.7371__6.9172, 30.0543__7.1999, 31.3932__7.3285, 31.9863__7.0861, 33.2758__6.9185, 34.5771__7.0568, 35.0527__7.0656, 36.3327__6.8826, 37.5896__6.6787, 38.4303__6.8256, 39.1731__6.7156, 39.8543__6.5296, 40.9719__6.6167, 41.9088__6.8543, 43.1886__7.0414, 43.4923__6.7394, 45.3765__7.3623, 46.2039__6.9546, 47.3982__6.7562, 47.6608__7.2895, 48.9421__6.9541, 50.2367__7.1216, 51.2732__6.6168, 52.3925__6.9991, 52.8670__7.2117, 53.4900__6.8323, 54.8208__6.7770, 55.2882__6.9692, 56.5662__6.9500, 58.0908__7.0778, 58.7870__6.6810, 59.6029__6.7311, 60.8467__6.6818, 61.4367__6.2861, 63.2111__6.7328, 64.0000__6.4276, 
0.0000__5.3184, 0.7354__5.7238, 2.3324__5.7218, 2.5906__5.5527, 4.5132__5.7678, 4.9062__5.6871, 5.8933__5.8027, 7.1952__6.1496, 7.8021__5.9761, 8.9022__5.6154, 9.7393__5.7903, 10.8067__6.0075, 11.9306__6.0520, 13.1439__6.0797, 14.0258__6.2296, 15.1162__6.2776, 16.3190__5.7266, 16.8064__6.0672, 18.3797__6.0446, 19.0688__6.3050, 19.8748__6.1426, 21.0346__5.8456, 21.5939__6.2223, 23.5136__6.4890, 23.7623__6.3388, 25.0577__6.1835, 26.3586__6.5810, 27.1844__6.2198, 28.4993__5.8194, 29.4848__6.5835, 30.3463__6.2809, 31.2748__5.8942, 32.2172__5.9678, 33.1538__5.7949, 34.3144__6.0663, 35.4135__5.8571, 36.6525__5.4698, 37.5558__5.4962, 38.3242__5.5779, 39.1685__5.6875, 40.0522__5.7241, 40.8953__5.5830, 41.5719__5.7181, 43.1799__5.9006, 43.6895__6.2129, 44.8979__5.8826, 46.5213__6.0784, 47.0364__6.4813, 47.9881__5.9073, 48.8232__5.8173, 50.1847__5.7535, 51.2110__6.0924, 51.7576__6.3595, 53.0503__5.8691, 53.6091__5.9673, 54.6860__6.1494, 55.3427__6.0206, 56.6925__5.6915, 57.5977__5.8928, 59.1754__6.2826, 59.7643__5.5638, 60.8835__5.7139, 61.8616__5.7233, 62.9667__5.5517, 64.0000__6.2744, 
0.0000__4.9614, 0.8522__4.4984, 1.9760__4.7998, 2.9261__5.0414, 3.9756__4.8419, 5.2685__5.0996, 5.9211__4.5480, 6.8481__4.5506, 7.8005__5.0941, 9.1285__5.1300, 9.5639__4.8747, 10.9317__4.8361, 11.7751__4.7924, 12.6801__4.7071, 14.2278__4.8876, 15.3014__4.6974, 16.2569__5.1398, 16.7334__5.0282, 18.1212__5.1396, 18.8048__5.4525, 20.3108__5.4620, 20.8247__5.6844, 22.0554__5.3338, 23.0383__5.2412, 24.0732__5.4563, 24.9061__5.1433, 26.0764__5.1229, 27.7700__5.1499, 28.1084__5.3625, 29.5392__5.0702, 30.7037__5.1389, 31.1860__5.2099, 32.5670__5.1299, 33.4016__4.7793, 34.1568__4.7217, 35.6112__4.9683, 36.8628__4.8806, 37.3674__4.9596, 38.3110__5.3033, 39.2398__5.0478, 39.9406__4.8074, 40.7777__5.2159, 41.8371__4.8999, 42.5823__4.8692, 43.9495__4.7737, 45.0584__4.6684, 46.0972__4.6889, 47.2079__4.0406, 47.9220__4.9708, 49.0895__4.7995, 49.8129__4.6583, 50.9254__4.9959, 52.2119__4.6566, 52.7604__4.8740, 53.3747__5.0883, 54.6227__5.1281, 55.7248__4.9990, 56.5411__5.0579, 57.7046__4.9767, 58.8555__4.7905, 60.1925__5.1959, 60.6314__4.9485, 62.0678__4.7782, 62.6608__4.9175, 64.0000__4.4347, 
0.0000__3.7320, 1.0399__3.9662, 1.6610__3.8404, 3.1104__3.6761, 3.9079__3.7486, 5.1711__3.8448, 6.2596__4.0503, 6.6819__3.8863, 7.7637__3.7242, 8.7048__4.1164, 9.9941__4.3706, 10.6583__4.2446, 12.0679__4.4771, 12.8867__3.9280, 14.4286__3.6903, 15.0511__3.9277, 16.2718__3.8453, 16.8410__4.0097, 17.7078__4.1408, 18.8826__4.2202, 19.8753__4.5270, 21.3506__4.0286, 21.9727__4.2512, 22.9715__4.4461, 24.1681__3.9944, 24.9558__4.0649, 26.0522__4.0699, 27.4576__4.4813, 28.1601__4.3496, 29.6482__4.3414, 30.5601__4.4249, 31.1640__4.2721, 32.8791__4.1131, 33.5140__4.0818, 33.9614__4.2219, 35.8678__3.9214, 36.6090__4.1628, 37.4787__4.2012, 38.2408__3.8196, 39.2831__4.3785, 40.0317__4.4226, 40.8901__3.8043, 41.7455__4.1798, 43.0274__3.9082, 43.9874__3.6062, 44.9271__3.8551, 46.5698__3.4619, 47.1029__3.6283, 47.5626__3.5609, 49.1021__3.9014, 50.1859__3.6683, 51.1379__3.5539, 51.7449__4.2175, 52.7827__4.3371, 53.2849__4.1811, 54.6288__4.2521, 55.8947__4.1994, 56.3879__4.1539, 57.9078__4.3461, 58.7277__4.3439, 59.9562__4.3084, 61.1714__4.3187, 62.0330__4.1458, 63.0358__3.7055, 64.0000__3.6957, 
0.0000__3.2967, 0.9031__3.2212, 2.0106__3.2199, 3.1316__3.0363, 3.9764__3.0370, 5.0994__2.9400, 6.1037__2.9824, 6.8515__3.1387, 7.5096__3.2971, 8.5485__3.3775, 9.9977__3.0376, 10.7088__3.1017, 11.7277__2.9700, 13.6280__3.0299, 13.9220__3.1773, 15.2097__3.2930, 16.0464__3.3645, 16.7958__3.4312, 17.6166__3.3018, 18.7388__3.4307, 20.3715__2.6734, 21.2318__3.3109, 21.8239__3.3540, 23.1168__2.8450, 24.1732__3.1512, 24.8184__2.9446, 26.2174__2.9539, 26.9631__2.9402, 28.6326__3.2090, 29.3252__3.1734, 30.5430__3.5848, 31.8351__3.0344, 32.7056__2.8926, 33.1993__3.2991, 34.6392__2.8633, 35.3979__2.9161, 36.2719__3.4991, 37.6476__3.4013, 38.1523__3.5598, 38.9157__3.4692, 40.3247__3.1573, 40.9761__3.4612, 41.9874__2.8196, 43.1736__2.8969, 43.9425__3.0998, 45.4342__2.4663, 46.2164__2.6224, 47.0053__2.7953, 47.8263__3.0231, 48.9467__2.4722, 50.1964__2.5781, 50.6781__3.1872, 51.6003__3.2563, 52.7459__3.3811, 53.4789__3.4688, 54.7281__3.0842, 55.8910__3.2690, 56.4034__3.3344, 57.7820__3.0789, 58.8436__3.1144, 59.8579__3.1470, 61.3381__2.9583, 62.1427__3.0379, 63.5324__2.9082, 64.0000__2.6087, 
0.0000__2.0190, 0.9078__2.0650, 2.3218__1.7089, 3.1612__1.7020, 3.5962__2.0429, 5.2023__2.3360, 5.9359__2.3723, 6.8384__2.3749, 7.4934__2.1797, 8.8128__1.9096, 9.7578__2.1977, 10.9726__2.1611, 12.1515__1.6266, 12.9139__1.8483, 14.0618__2.1676, 14.8099__2.3022, 16.0337__2.6223, 16.8597__2.6031, 17.7896__2.5370, 19.1124__1.7602, 20.0156__1.9355, 20.7580__2.1563, 22.4035__2.1607, 23.0931__2.1469, 24.2549__2.1251, 25.2263__1.8622, 25.8473__1.8721, 27.3142__1.9185, 28.0828__1.8355, 29.4077__2.3819, 30.4823__1.8331, 31.8223__2.3139, 32.5335__2.6310, 33.4142__2.0161, 34.5331__2.0851, 35.2365__2.2548, 36.4433__1.7726, 37.1260__2.0537, 38.4384__1.9554, 39.3456__1.6050, 39.6818__1.8730, 41.1621__1.8320, 42.0740__2.2670, 42.8690__2.3861, 44.4662__1.7538, 45.3665__1.8675, 46.0953__1.8769, 46.8271__1.9554, 48.0840__1.6534, 48.7790__1.9919, 49.8432__2.2527, 50.6091__1.9860, 51.6218__2.0964, 52.6835__2.1023, 53.5253__1.9388, 54.8363__2.0626, 55.6150__2.0387, 56.7807__1.9145, 57.6689__1.9303, 58.8538__2.0055, 60.0620__1.7341, 61.1490__1.9203, 62.3017__1.7928, 63.2326__1.7261, 64.0000__2.3974, 
0.0000__1.3394, 1.3605__0.7255, 2.1580__0.7065, 2.9245__1.1326, 3.8066__0.8600, 4.5993__0.7919, 5.9582__1.3606, 6.8101__1.4196, 8.0369__1.2996, 9.0047__0.8927, 9.7976__0.5157, 10.7566__0.7382, 12.2418__1.2962, 12.8443__1.0610, 14.0344__0.9399, 14.5452__1.1710, 15.9089__1.2144, 16.8248__1.4763, 18.1086__1.2544, 19.4333__1.2650, 20.0342__0.7794, 20.8892__0.7543, 21.9515__1.0933, 23.4277__0.8697, 24.0296__0.8001, 25.2968__1.1148, 25.7015__1.1645, 27.4677__1.1800, 28.1613__1.0100, 29.1715__0.7021, 30.7036__1.2070, 31.5013__0.8702, 32.4833__0.6305, 33.5321__1.1810, 34.3188__1.2379, 35.6007__0.9794, 36.3650__1.1519, 36.9983__1.1313, 38.7820__1.1194, 39.3319__1.2812, 40.0002__0.7974, 40.7583__0.8445, 41.6904__1.2221, 43.3341__0.8312, 44.5324__0.9209, 45.3234__0.7963, 46.0270__0.9101, 47.0066__0.6719, 47.9696__0.7150, 48.4331__0.8410, 49.7525__0.8084, 50.6280__1.3444, 51.5648__1.3194, 52.7416__1.3956, 53.7375__1.2856, 54.7394__1.0454, 55.8841__0.9315, 56.5268__1.0296, 57.7713__1.1651, 58.8040__0.9891, 60.2274__1.1154, 61.0931__0.8276, 62.5667__0.7901, 63.0318__0.8093, 64.0000__0.3674, 
0.0000__0.0000, 1.7152__0.0000, 1.8794__0.0000, 2.9105__0.0000, 4.0984__0.0000, 4.3259__0.0000, 5.7963__0.0000, 6.9149__0.0000, 8.0771__0.0000, 9.3554__0.0000, 9.8308__0.0000, 10.4737__0.0000, 11.9262__0.0000, 13.3677__0.0000, 13.6964__0.0000, 14.7690__0.0000, 15.5292__0.0000, 16.9853__0.0000, 18.1466__0.0000, 19.4146__0.0000, 20.4176__0.0000, 20.5486__0.0000, 22.3485__0.0000, 23.3198__0.0000, 24.1730__0.0000, 24.7283__0.0000, 26.2464__0.0000, 26.9011__0.0000, 28.6805__0.0000, 29.0059__0.0000, 30.6063__0.0000, 31.9431__0.0000, 32.3335__0.0000, 33.2149__0.0000, 34.5672__0.0000, 35.5861__0.0000, 36.1616__0.0000, 37.3524__0.0000, 38.4010__0.0000, 39.3266__0.0000, 40.2507__0.0000, 40.4045__0.0000, 42.2028__0.0000, 43.2804__0.0000, 44.5579__0.0000, 45.4043__0.0000, 45.8022__0.0000, 47.3194__0.0000, 47.6175__0.0000, 48.8182__0.0000, 49.2477__0.0000, 50.6157__0.0000, 51.6376__0.0000, 52.6545__0.0000, 54.0073__0.0000, 54.8068__0.0000, 55.9255__0.0000, 56.3540__0.0000, 57.8645__0.0000, 58.9153__0.0000, 59.9835__0.0000, 61.5717__0.0000, 62.1660__0.0000, 63.4541__0.0000, 64.0000__0.0000
