0.0000__64.0000, 1.1419__64.0000, 1.9936__64.0000, 2.5304__64.0000, 3.8180__64.0000, 4.5528__64.0000, 5.8460__64.0000, 6.6700__64.0000, 7.5071__64.0000, 8.3298__64.0000, 9.5790__64.0000, 11.1667__64.0000, 11.3475__64.0000, 13.3899__64.0000, 13.5265__64.0000, 15.4285__64.0000, 15.7075__64.0000, 17.5815__64.0000, 18.3367__64.0000, 19.6361__64.0000, 20.3034__64.0000, 21.5358__64.0000, 21.8007__64.0000, 23.0910__64.0000, 24.1571__64.0000, 25.2483__64.0000, 25.7574__64.0000, 27.1678__64.0000, 27.6761__64.0000, 29.0899__64.0000, 30.1572__64.0000, 30.6788__64.0000, 31.1472__64.0000, 32.4502__64.0000, 33.4015__64.0000, 34.2522__64.0000, 35.2907__64.0000, 36.6551__64.0000, 36.8351__64.0000, 38.6918__64.0000, 39.8138__64.0000, 40.1916__64.0000, 41.5173__64.0000, 41.8787__64.0000, 43.3025__64.0000, 44.4659__64.0000, 45.5430__64.0000, 47.0978__64.0000, 47.9045__64.0000, 49.1238__64.0000, 49.7097__64.0000, 50.7426__64.0000, 51.2529__64.0000, 52.9811__64.0000, 53.9062__64.0000, 55.0484__64.0000, 55.5798__64.0000, 56.8620__64.0000, 57.4032__64.0000, 58.6603__64.0000, 58.8714__64.0000, 60.7717__64.0000, 61.6603__64.0000, 63.0639__64.0000, 64.0000__64.0000, 
0.0000__16.8239, 0.9752__17.0003, 1.9489__16.9896, 2.7915__16.8249, 4.4214__16.7627, 5.2300__16.4661, 5.9066__16.9541, 7.2107__16.7225, 8.0266__16.8141, 8.6718__16.8698, 9.7950__16.7429, 10.4735__17.1880, 12.1471__16.7894, 13.0144__17.4845, 14.0273__17.3747, 14.6727__17.2706, 15.7559__17.2996, 16.2269__17.1254, 17.7218__17.1427, 18.8772__17.3195, 19.9552__17.4828, 20.8414__17.1638, 21.8118__17.2951, 23.1249__17.3022, 23.4516__17.4017, 24.5375__17.4962, 25.8605__17.1249, 26.5721__17.2731, 28.2195__17.1826, 28.4629__17.3172, 30.0509__17.3729, 30.5453__17.0539, 31.7632__17.1281, 32.6187__17.2096, 33.6100__17.3181, 34.9925__17.1367, 35.6471__17.0821, 36.6927__17.7178, 37.6598__17.3378, 38.9694__17.2444, 40.0749__17.3493, 40.7091__16.9367, 41.9631__17.2986, 43.0817__17.0005, 43.9752__17.0261, 44.9600__17.1859, 45.2872__16.8483, 47.0781__17.0063, 47.6668__17.3516, 48.8392__17.1169, 49.3743__17.0365, 50.8321__16.8592, 51.5186__17.0176, 52.4600__16.9038, 53.3709__16.8234, 54.8540__16.7909, 55.5645__16.7145, 57.0884__17.2025, 58.0682__16.9594, 58.9764__17.4023, 59.9875__17.5665, 61.2803__17.2196, 61.9713__17.2207, 63.2316__16.8983, 64.0000__16.6136, 
0.0000__15.7296, 0.8093__15.7107, 2.0445__15.8061, 3.0178__15.6874, 4.2954__15.6891, 5.2819__15.8801, 5.5547__15.8229, 7.5342__16.0956, 7.9221__15.8947, 8.8317__15.7452, 9.7734__15.7153, 10.4715__15.6092, 11.9151__16.1593, 12.6508__16.1338, 14.1949__16.6150, 14.6740__16.6427, 15.9094__16.4257, 16.4215__16.1539, 17.4048__16.0272, 18.6183__16.4076, 20.1226__16.2663, 20.7917__16.6200, 22.1364__16.2888, 22.8874__16.3958, 23.5462__16.4226, 24.5499__15.9112, 25.7266__16.4982, 27.1121__15.9407, 27.7876__16.3154, 28.6259__16.5227, 29.9105__16.3254, 30.6873__16.7064, 31.8443__16.4143, 32.2824__16.3670, 34.0075__16.1428, 34.8975__16.1582, 35.6386__16.2534, 36.7122__15.5768, 37.5337__15.9499, 38.7202__16.3096, 40.3728__16.2098, 40.8661__16.1484, 41.9603__15.7206, 42.6597__16.0458, 44.1451__16.2505, 44.8498__16.0832, 45.8083__16.1324, 46.7376__15.7857, 47.7435__15.6888, 48.6101__16.2136, 49.8841__16.0515, 50.6681__15.9797, 51.3165__16.2319, 52.8046__16.3055, 53.3397__15.9961, 55.0073__16.0836, 55.4929__16.0607, 56.9105__15.8710, 58.1033__16.2850, 58.7778__16.0098, 60.0560__16.0502, 61.3570__16.3124, 61.9462__16.0836, 63.5402__16.1317, 64.0000__16.0872, 
0.0000__14.7392, 1.1081__14.4975, 1.8559__14.3392, 3.0654__14.4947, 4.0564__14.5830, 5.1748__14.8089, 5.8946__14.9523, 7.0052__14.8197, 8.2087__15.3375, 8.9122__15.1243, 9.6159__15.2233, 10.7156__15.2740, 11.6826__14.7833, 12.8635__14.9648, 13.5709__14.9526, 15.0316__15.1977, 15.9777__15.1829, 16.6693__15.4089, 17.6377__15.1148, 18.6311__14.7666, 19.6805__15.3479, 21.1185__15.0285, 21.9326__15.3448, 23.0424__15.2981, 23.8596__15.0496, 24.8024__14.9841, 25.6147__14.6387, 26.6668__15.3912, 27.5610__15.6473, 28.7046__15.0783, 29.4577__15.5226, 31.0719__15.0758, 31.6942__15.6171, 32.8268__15.2909, 33.4297__14.8865, 34.9166__15.4502, 35.8649__15.1181, 36.8316__15.3254, 37.3498__15.0940, 38.7665__14.9555, 40.1184__15.3715, 41.0953__15.3874, 42.0900__15.4534, 42.7204__15.0006, 43.7537__14.9676, 45.2370__15.2358, 45.7291__14.8955, 46.9238__15.0474, 47.4715__15.1496, 48.5740__14.9772, 49.3797__15.0671, 50.7704__15.5068, 51.5115__15.0280, 52.6568__14.9203, 53.6345__15.0482, 54.7005__15.0229, 55.7002__15.1046, 56.9673__15.0431, 57.8632__14.8902, 58.9863__15.2560, 59.8462__15.1557, 61.3783__15.2134, 62.4134__15.0059, 63.3469__14.8544, 64.0000__15.0392, 
0.0000__13.2592, 0.8644__13.8080, 2.1263__13.8244, 2.6241__13.8104, 4.3069__13.8423, 4.5955__13.9735, 6.0735__14.1936, 6.8491__14.1643, 7.7205__14.1742, 9.2388__14.0432, 9.3903__13.8799, 10.8529__14.0356, 11.9369__14.1750, 12.7973__13.9049, 13.6178__13.9501, 14.8704__13.7189, 15.8297__14.0004, 16.7737__13.7827, 17.6617__13.9214, 18.5396__14.3475, 19.9869__13.5535, 20.8362__14.0385, 21.8554__14.0449, 23.1967__14.0700, 23.9177__14.1057, 24.7312__13.9257, 25.4207__14.4786, 26.4757__14.1120, 27.8323__14.0193, 28.7596__14.2547, 29.5928__13.8222, 30.7121__14.3938, 31.8258__14.1107, 33.0535__14.3978, 33.9808__14.0378, 34.6909__13.6946, 36.0682__14.1388, 36.7510__13.8963, 37.5186__14.1504, 38.6987__14.1653, 40.1373__13.8829, 40.6858__14.2831, 42.3954__14.2298, 43.0116__14.3376, 43.9366__13.9095, 45.1840__13.9514, 45.8133__14.3280, 46.4901__14.4705, 47.5965__14.6771, 48.7468__14.5048, 49.3129__14.2895, 50.8297__14.0634, 51.7468__14.3948, 52.7659__14.2131, 53.8196__13.8055, 54.5162__13.8244, 55.8835__13.7279, 56.8605__13.7835, 58.0070__13.8951, 58.4278__13.8401, 60.2779__14.0507, 61.0251__14.0364, 62.6515__14.2338, 63.2611__14.3636, 64.0000__14.3688, 
0.0000__12.7672, 0.7041__12.4944, 1.8829__12.5745, 2.8545__12.6620, 3.9524__13.0140, 4.7283__13.1658, 5.8929__12.5590, 6.5820__12.9679, 8.1680__12.8293, 8.7477__13.3141, 9.8364__13.4894, 10.4618__13.0517, 12.1302__13.2191, 12.8666__13.3336, 14.0221__12.8952, 14.7083__12.8319, 15.7275__12.7572, 16.4641__12.9182, 17.3922__13.2939, 19.0181__12.4715, 19.6970__12.7198, 20.3889__12.9709, 22.1038__13.0072, 22.8148__13.3142, 24.1791__13.3531, 24.6347__13.2976, 25.4247__12.8377, 26.8242__13.2050, 27.6132__13.1821, 28.8996__12.9717, 29.4528__13.3946, 30.8959__12.8499, 31.8215__13.1188, 32.8892__12.9950, 34.3012__12.8062, 34.4175__12.9912, 36.1634__13.0119, 36.6096__13.4525, 37.8340__13.0331, 38.8712__12.5619, 39.5579__13.0819, 40.8497__13.1599, 42.1810__13.3244, 43.0256__13.3007, 44.0521__13.2074, 44.8655__13.3396, 45.8412__13.2967, 46.4484__13.2653, 47.6608__13.1668, 48.9230__13.1894, 49.8079__12.9740, 50.6804__12.8467, 51.7336__12.5643, 52.5882__12.7758, 54.0153__13.1103, 54.4651__12.9038, 56.0545__12.7983, 56.6401__12.7674, 57.8899__13.0267, 58.6939__12.9420, 59.7723__12.7417, 61.1270__13.1726, 62.3428__13.1778, 63.0204__13.7151, 64.0000__13.9501, 
0.0000__12.0481, 0.8612__12.1493, 1.8912__11.9120, 2.6064__12.1882, 3.8029__12.2772, 5.0899__11.7889, 5.7640__11.9603, 6.6839__11.6746, 7.7495__11.9111, 8.6297__11.9680, 9.5720__11.7934, 10.7574__12.1765, 11.6422__12.0687, 13.3284__11.9026, 13.7137__12.4306, 15.1137__12.2748, 15.3705__12.2524, 16.8074__12.3761, 17.5728__11.4915, 18.5250__11.9802, 19.6400__12.1186, 20.5686__11.6982, 21.5601__11.9269, 22.9374__11.9397, 23.9006__12.1342, 24.9292__12.2077, 25.5145__12.2702, 26.6665__12.0972, 27.8500__11.8698, 28.4084__12.3362, 29.9352__11.7754, 30.6468__11.7881, 31.3247__12.2104, 33.2811__11.8270, 33.6776__12.3321, 34.8760__12.2082, 35.7234__11.9922, 36.7286__11.8982, 37.9341__11.9253, 38.7060__12.3322, 39.4488__12.1548, 40.8419__11.9922, 41.7971__12.1904, 43.2166__12.2098, 44.0133__12.1915, 44.9388__12.0455, 45.7231__12.0921, 46.6646__12.3534, 47.7516__12.1329, 49.1082__11.8244, 49.6116__12.1225, 50.8639__12.2702, 51.8095__12.3104, 52.8215__11.8816, 53.6879__11.7345, 54.6267__12.1004, 55.8650__12.2463, 56.8668__12.2134, 57.5687__12.1009, 59.0858__12.2070, 59.9386__11.8816, 60.6510__11.8956, 62.0602__12.6364, 62.8088__12.4980, 64.0000__12.1280, 
0.0000__11.1909, 0.7406__11.1416, 2.0308__11.4000, 2.6858__10.9259, 3.9991__11.0537, 5.1611__11.2808, 5.7317__11.2017, 6.8591__11.3260, 7.5158__11.1561, 9.0145__11.2759, 9.6410__10.9955, 10.3678__10.8790, 12.0859__10.8535, 12.7382__11.3432, 13.7294__11.4427, 14.9562__11.4830, 15.6917__11.2803, 17.0503__11.0911, 17.9269__11.4762, 18.6732__10.6119, 19.7492__10.7243, 20.6895__10.9092, 21.6677__10.5966, 22.3405__10.7829, 23.8738__11.1321, 24.8252__11.1565, 25.6333__11.0559, 26.9537__10.8759, 27.6475__10.9877, 28.5058__10.6593, 29.8728__11.2032, 30.7080__11.2261, 31.7403__10.5969, 32.5205__11.1612, 33.9811__10.8817, 34.5903__11.0486, 36.0554__11.1549, 36.6893__10.9741, 37.8479__11.1541, 38.4965__11.0166, 39.8917__11.3016, 40.7883__11.0029, 41.9465__11.0897, 43.2277__10.9589, 44.1110__11.0619, 45.0235__11.0951, 45.5285__11.0218, 46.9729__10.6283, 47.6008__10.6169, 49.0694__11.1371, 49.5243__10.9645, 50.8625__10.8325, 51.8811__10.7270, 52.8550__11.0792, 53.5607__11.2967, 54.7115__10.9983, 55.7101__10.8466, 56.7955__11.1355, 57.8108__11.1408, 59.1717__10.7096, 59.5747__11.1464, 60.8709__11.2888, 61.9504__10.7083, 63.0041__10.8867, 64.0000__10.9805, 
0.0000__10.6684, 0.9807__10.4270, 1.9378__10.0536, 2.9584__10.1387, 3.6746__10.0535, 5.0489__10.1034, 5.7488__10.4375, 6.7320__10.4219, 8.1635__10.2143, 8.6234__9.9689, 9.8202__10.4734, 10.6903__10.0043, 11.6097__9.9577, 12.5257__10.2837, 13.9798__10.0075, 14.6250__9.9807, 16.3267__10.2711, 16.6642__10.2985, 18.2313__9.6044, 18.6577__10.0918, 20.0358__9.9357, 20.5233__9.8865, 21.8998__10.2297, 22.4129__9.7420, 23.5283__9.6461, 24.8075__9.9431, 25.6467__10.0537, 27.0384__10.1154, 27.6929__9.9765, 28.4993__10.0595, 29.5234__9.8517, 31.1709__9.9507, 31.6852__10.2417, 32.7707__9.5711, 33.7471__9.8995, 34.6282__9.9905, 35.7181__9.9358, 36.8474__10.3275, 37.7295__10.1967, 38.4724__10.5211, 40.1306__10.0047, 40.7419__9.9408, 41.7904__10.0614, 43.4544__9.8587, 43.7041__9.9318, 45.1497__10.3520, 45.9090__9.7659, 46.9698__9.7373, 47.4553__9.8643, 49.0428__9.7707, 49.6889__9.9119, 50.7431__9.8192, 51.5782__10.1770, 52.5843__10.3757, 53.7613__10.1607, 54.8751__10.1809, 55.7045__10.1878, 56.6498__10.1472, 58.2190__9.8068, 58.5970__10.3578, 59.6815__10.2728, 60.7882__9.9183, 61.8346__10.5312, 63.0849__10.4097, 64.0000__10.2535, 
0.0000__9.4896, 1.2057__9.5893, 2.0164__9.7969, 3.1584__9.5322, 4.0243__9.1311, 4.5596__9.0851, 5.8326__9.1477, 6.7704__9.0570, 8.1829__9.3762, 8.7810__9.4367, 9.4739__9.0755, 11.0401__9.3605, 11.3348__9.3391, 13.3121__9.0647, 13.5944__8.9871, 15.0949__9.0081, 15.4368__9.0732, 17.2465__9.0773, 18.1109__9.3064, 18.9224__8.6022, 19.8746__8.7243, 20.4379__9.0280, 21.7217__8.8354, 22.8076__9.2695, 23.5097__8.9630, 24.4860__9.1277, 25.8380__9.1414, 26.8049__9.1713, 27.7387__9.7339, 28.7354__9.3505, 29.5146__9.0485, 30.6695__9.3685, 31.9952__8.9856, 32.9441__9.0531, 33.3798__9.0173, 34.9158__9.2289, 35.7272__9.0038, 36.8547__8.7940, 37.3534__9.3106, 39.0062__8.8858, 40.0440__9.2594, 41.2315__8.9229, 41.8037__8.6647, 43.1579__9.2037, 43.8951__9.1825, 44.6337__8.8808, 46.3283__9.0817, 46.5509__9.1616, 47.8847__9.1642, 48.6163__9.1679, 49.7776__9.3328, 50.5817__9.4261, 51.5638__9.2499, 52.8464__8.8374, 53.4490__8.9784, 54.9425__9.1699, 55.7193__9.0164, 56.9956__8.7342, 57.9991__9.1700, 58.6583__8.9134, 59.8318__8.9509, 60.3630__9.5416, 62.0736__8.8663, 62.8791__9.2259, 64.0000__9.6954, 
0.0000__8.3502, 1.0610__8.3844, 2.2686__7.9532, 3.1146__8.1126, 4.0794__8.6139, 4.7343__8.3960, 5.8173__8.1541, 7.0445__7.8606, 7.3868__7.9214, 8.9830__8.3762, 9.6496__8.4231, 10.8165__8.2259, 11.9440__8.0088, 12.9257__8.2008, 14.0834__8.0951, 14.6739__7.9814, 15.7722__8.0099, 16.8310__7.9014, 18.2552__7.7159, 19.2025__7.7552, 19.3714__7.8323, 21.0361__7.7453, 21.5853__7.4549, 22.4412__7.4607, 23.6966__7.9511, 24.2608__7.9179, 25.8544__8.1053, 26.5563__8.3568, 27.8038__7.9416, 29.0684__8.4845, 29.7316__8.3408, 30.7393__7.7849, 31.9252__8.2447, 32.9237__8.2529, 33.6760__8.1124, 34.6432__7.8488, 35.8028__8.0351, 36.6239__8.4298, 37.8341__7.7469, 38.7356__7.8092, 40.0132__7.7282, 41.0192__8.0472, 41.9176__8.4247, 42.9510__7.9943, 43.9212__8.2624, 45.1602__7.9941, 45.5745__8.0766, 46.9967__8.2226, 47.4870__8.1616, 48.9517__8.2657, 49.6430__7.9393, 50.4902__8.0005, 51.9247__8.0426, 52.7984__8.2376, 53.6413__7.9374, 54.6751__7.7266, 56.0429__7.6690, 56.4881__7.7984, 57.8940__8.0134, 58.7839__8.4040, 59.6981__8.5136, 60.6239__7.7486, 61.7669__8.1976, 62.6808__8.2993, 64.0000__7.8627, 
0.0000__7.3009, 1.1683__7.1524, 2.2800__7.4876, 2.9899__7.4320, 4.0801__7.0478, 5.1609__6.8917, 5.7839__6.8273, 7.0290__7.1467, 7.5200__6.9863, 8.5525__6.7889, 9.6105__7.0890, 10.9290__7.2570, 11.9549__7.4606, 13.0200__7.2496, 14.0382__7.2508, 14.8708__7.2321, 15.7909__6.9712, 16.9288__6.9307, 18.3357__6.9034, 19.0582__7.0386, 19.8215__6.7343, 20.6815__6.6415, 21.6434__6.8882, 22.1269__6.9296, 23.4364__7.1177, 24.6415__7.1202, 25.7149__6.7003, 26.4408__6.6799, 27.8244__7.1428, 28.9440__6.8055, 29.9031__6.8573, 30.6704__7.2446, 31.8157__6.9910, 33.0110__7.1020, 33.6788__7.1501, 34.6949__7.1878, 35.4083__7.2420, 37.0323__6.8095, 37.9025__7.1634, 38.5796__7.1702, 40.2613__6.9802, 40.6526__6.7676, 41.7827__6.6169, 42.8556__7.4845, 44.1062__7.1018, 44.9051__7.3592, 45.8268__7.3025, 46.7227__7.3051, 47.5211__7.5907, 48.9849__7.2759, 49.7385__7.4698, 50.5816__7.1797, 51.8159__7.0877, 52.7472__7.0754, 53.9230__7.4529, 55.1085__7.0699, 55.5526__7.1629, 56.9365__7.0452, 57.5824__6.8999, 58.6593__6.9332, 59.9167__7.1320, 60.8451__7.4893, 61.4615__7.1499, 62.9845__7.2071, 64.0000__7.2562, 
0.0000__5.9290, 1.1449__6.0472, 2.2355__5.8126, 3.1127__5.9144, 4.3391__5.9199, 4.9176__6.2031, 5.8925__6.3605, 6.7060__6.2018, 7.7075__6.5746, 8.6026__6.4070, 9.4654__6.1675, 10.7907__6.2499, 12.0446__6.0271, 13.0510__6.2516, 14.1653__6.0750, 15.0679__5.9532, 15.9970__5.7696, 17.0928__5.5014, 17.9192__5.7028, 18.9479__5.9645, 20.0973__6.0983, 20.5426__6.1029, 21.6569__6.0640, 22.1822__6.0809, 23.4641__5.9390, 24.8792__5.7434, 25.5656__6.0169, 26.6044__6.0692, 27.8923__5.3171, 28.5368__5.6875, 29.6008__6.1954, 30.5508__6.1094, 32.2335__5.9952, 32.5520__6.0148, 34.0430__6.1286, 34.4940__5.9681, 35.8113__5.7347, 36.6281__6.0622, 37.8129__6.2275, 38.9347__5.9014, 39.9829__6.0612, 40.8544__6.2934, 41.8014__6.0873, 42.6590__5.6673, 44.0032__6.4483, 45.1052__6.1430, 45.6500__6.3746, 46.9235__6.3552, 47.7358__5.8110, 48.5699__6.2254, 49.8471__6.3144, 50.8824__6.2305, 51.6693__6.1355, 52.9793__6.1378, 53.7256__5.8437, 55.1853__6.6570, 55.8307__5.9277, 56.6882__5.8599, 57.3733__6.5038, 58.7856__6.1801, 59.3972__6.3062, 60.8004__6.1665, 61.7428__6.3607, 62.8399__6.1060, 64.0000__6.1713, 
0.0000__4.8893, 1.3550__4.4677, 1.8500__4.8394, 3.3284__4.8203, 4.1252__4.8891, 4.6264__5.1642, 6.0129__5.1963, 6.7672__5.2136, 7.5397__5.0227, 8.8063__5.2100, 9.6462__5.1294, 10.6870__4.9818, 12.2475__5.1220, 13.0202__4.8149, 14.0094__5.1607, 15.1684__5.4094, 16.3286__5.0345, 17.0272__5.0926, 18.1702__4.8432, 18.9301__4.4183, 19.7323__4.6515, 20.8287__4.6829, 21.4526__4.7059, 22.3972__4.6919, 23.2596__4.6824, 24.7254__5.2370, 25.7397__4.8672, 26.7657__4.4268, 27.7109__4.8579, 28.4479__4.7068, 29.2773__4.5318, 30.7127__4.9306, 32.1009__5.0913, 32.7251__5.0926, 33.8154__5.0267, 34.6682__5.2320, 35.7991__5.2265, 36.5929__4.9780, 37.8739__4.7749, 38.7684__5.1790, 40.0548__5.0484, 40.5907__4.8557, 42.0916__4.9999, 42.5185__5.2665, 43.7993__4.9750, 44.9453__5.3450, 45.5103__5.4453, 47.2827__5.3596, 47.7625__5.5634, 48.6960__5.1691, 49.4202__5.2088, 51.2035__5.3187, 51.7209__4.9863, 53.1298__4.8602, 53.7894__4.9679, 54.7867__4.6731, 56.0991__5.3320, 56.6306__5.2283, 57.7556__4.8808, 58.5074__5.2132, 59.5749__5.4268, 60.9724__5.1831, 61.5803__5.0735, 63.0848__5.2952, 64.0000__5.0637, 
0.0000__3.4197, 1.2871__3.8729, 1.6780__3.7619, 2.7534__3.7540, 3.9145__4.3596, 4.8489__3.9840, 5.3593__4.0657, 7.0654__4.2129, 7.4050__4.2862, 8.8933__4.2617, 9.6808__4.1825, 10.8175__4.1257, 11.9819__4.1402, 13.1237__4.4830, 13.6944__4.2851, 15.3583__4.0198, 16.3101__4.2066, 17.1238__3.9667, 18.4355__3.8594, 18.7876__4.0873, 19.8426__3.9121, 20.5247__3.8663, 21.3849__4.1619, 22.3063__4.2112, 23.3632__4.2163, 24.5613__3.6709, 25.9507__4.0024, 26.8629__4.1060, 27.4679__3.7722, 28.7997__3.8981, 29.1546__3.8041, 30.7616__3.5995, 31.7870__3.7329, 32.8875__3.8108, 33.6422__3.8413, 34.7577__3.7729, 35.5954__3.9773, 36.8929__4.2352, 37.9421__4.0981, 38.6600__3.8171, 39.9197__4.1399, 40.8600__4.1895, 41.7123__4.1777, 42.4832__4.2956, 43.9496__4.3927, 44.7736__3.9986, 46.0381__3.8513, 46.5291__4.1558, 47.9236__4.0421, 48.5813__4.6488, 49.8925__4.2761, 50.9224__4.1400, 52.3241__4.1608, 52.9516__4.0195, 53.7709__4.0315, 54.7568__4.1711, 55.8377__3.7618, 56.8422__4.0179, 57.6648__4.3415, 58.4193__4.2298, 59.8138__3.8123, 60.8339__4.1585, 61.9006__4.1139, 62.8760__3.8569, 64.0000__4.3660, 
0.0000__2.6094, 0.8088__2.7442, 2.0906__3.1534, 2.6614__2.8670, 3.6223__2.8436, 5.1153__3.3905, 5.6060__2.8631, 6.3909__3.1411, 7.6815__3.4153, 8.8526__2.9522, 9.6363__3.0236, 11.0070__2.9048, 11.8515__2.8055, 12.8304__2.7994, 14.2713__2.8498, 15.0455__2.8146, 16.2684__3.0033, 17.2471__3.1064, 18.2887__3.3159, 18.9063__2.9893, 19.6832__3.0764, 20.4546__3.3513, 21.2541__3.1719, 22.4133__3.2485, 23.7436__3.0823, 24.6238__3.2620, 25.9633__2.9215, 26.7545__2.9540, 27.8419__3.0105, 28.4396__2.9404, 29.5616__2.9451, 30.4892__2.9037, 31.9266__2.9574, 32.8410__2.7112, 33.5206__2.7774, 34.4388__3.1570, 35.5615__3.3120, 36.8043__3.1091, 37.9766__3.5134, 38.9744__3.4949, 39.5648__3.1253, 41.1999__2.9669, 41.2696__3.0423, 43.1155__3.0969, 43.7183__2.6863, 45.0453__3.0383, 45.6486__3.3835, 46.8058__3.1928, 47.3531__3.3557, 48.7379__3.1213, 49.8003__3.2825, 51.1972__3.1824, 52.2993__3.0136, 52.8674__3.1734, 53.7886__3.1242, 54.8211__2.8336, 56.0200__2.9381, 56.3412__2.9451, 57.7786__2.6978, 58.3615__2.7872, 59.7135__2.9716, 60.6119__2.9338, 62.0535__2.8487, 62.7354__3.0794, 64.0000__2.7733, 
0.0000__1.7933, 0.6647__1.8708, 1.9063__1.8181, 2.7860__2.2748, 3.7796__2.0008, 4.8919__1.8665, 5.7582__2.5271, 6.2232__2.2611, 7.8282__2.2377, 9.1133__2.2874, 9.6350__2.0389, 10.9701__2.2592, 12.0425__2.1787, 12.9127__1.9135, 14.2537__1.9460, 15.1349__1.9168, 16.3316__1.6160, 16.8715__1.6793, 18.1577__1.9686, 19.0411__2.4726, 19.5428__2.4850, 20.7216__2.2908, 21.3928__2.1338, 22.7802__1.6474, 23.5081__1.6109, 24.6034__1.5154, 25.7687__2.1961, 26.7240__2.4027, 27.7940__2.5233, 28.7241__2.4817, 29.6912__2.0583, 30.4415__1.9588, 31.9569__1.9703, 32.8758__2.1277, 33.3812__2.1724, 34.3253__2.0256, 35.7144__1.8419, 36.6884__1.9587, 37.7863__1.8895, 38.9412__2.3619, 40.2917__2.0918, 40.8767__2.4695, 41.9349__2.1272, 42.4740__1.7090, 44.1220__2.2591, 44.5916__2.0096, 45.6379__2.0318, 46.7273__2.4157, 47.3527__2.3370, 48.9103__2.4935, 49.6197__2.3964, 51.4060__2.2524, 52.0127__2.5928, 53.1604__2.4446, 53.9280__2.0528, 54.9729__2.0272, 55.6782__2.0709, 56.8030__1.8428, 57.2336__1.9985, 58.5857__2.2564, 59.6935__1.7330, 61.0126__1.6199, 61.3555__1.8486, 62.9971__2.0407, 64.0000__2.0290, 
0.0000__0.9046, 0.5432__0.9789, 1.7864__1.2670, 2.6179__0.9910, 3.9784__1.0472, 4.6510__1.2074, 5.5849__1.0291, 6.7612__1.3314, 7.7857__0.8610, 9.0407__1.0334, 9.8022__1.2426, 10.7453__1.0070, 12.1555__1.2838, 13.1134__1.2344, 14.3454__0.9304, 15.1559__0.8799, 16.4652__1.0289, 16.9595__0.8023, 17.6076__0.9318, 18.7169__1.2874, 20.0978__0.9307, 20.6178__0.6402, 21.5383__0.7017, 22.8681__0.8438, 23.4464__0.7337, 24.4392__0.8558, 25.3026__0.8099, 26.7588__0.9810, 27.5748__1.1472, 29.0250__1.1453, 29.8237__1.2831, 30.8519__0.8578, 31.6552__0.7397, 32.5622__1.1537, 33.5213__1.3786, 34.5561__1.2588, 35.8836__1.0509, 36.6376__0.7604, 37.5980__0.9976, 38.7697__0.8727, 40.1297__1.1968, 40.8471__0.9517, 42.0307__0.8659, 42.5710__1.0013, 43.9424__0.8833, 44.7633__1.2542, 45.4411__1.1946, 46.7294__1.0953, 47.6014__1.0633, 48.5187__1.0688, 50.1338__1.0630, 51.0418__1.0628, 52.2988__0.6652, 52.9638__0.7773, 54.0428__1.2373, 54.9383__1.1542, 55.9153__0.9557, 56.6992__1.1600, 57.4665__0.8779, 58.3015__0.6612, 59.9579__1.1390, 60.7985__1.3562, 61.7483__1.0257, 62.7563__0.4655, 64.0000__0.6540, 
0.0000__0.0000, 0.4731__0.0000, 1.5952__0.0000, 3.0975__0.0000, 3.4658__0.0000, 5.0230__0.0000, 5.4361__0.0000, 6.6941__0.0000, 8.1118__0.0000, 8.5088__0.0000, 10.1460__0.0000, 10.6548__0.0000, 12.0582__0.0000, 13.1766__0.0000, 14.5325__0.0000, 15.0182__0.0000, 16.4624__0.0000, 17.0911__0.0000, 17.2524__0.0000, 19.1392__0.0000, 20.1514__0.0000, 20.7824__0.0000, 21.2657__0.0000, 22.9885__0.0000, 23.4288__0.0000, 24.3170__0.0000, 25.4710__0.0000, 26.2896__0.0000, 27.8818__0.0000, 28.7135__0.0000, 29.9342__0.0000, 31.0793__0.0000, 31.5331__0.0000, 32.2710__0.0000, 33.6102__0.0000, 34.6654__0.0000, 36.0498__0.0000, 36.7217__0.0000, 37.2132__0.0000, 39.1271__0.0000, 39.3204__0.0000, 41.5005__0.0000, 41.5304__0.0000, 43.1651__0.0000, 43.4443__0.0000, 44.9366__0.0000, 45.3613__0.0000, 46.9679__0.0000, 47.4251__0.0000, 48.6986__0.0000, 49.9302__0.0000, 51.2970__0.0000, 52.4227__0.0000, 52.7488__0.0000, 53.7658__0.0000, 55.2653__0.0000, 55.8375__0.0000, 56.5897__0.0000, 57.7904__0.0000, 58.1497__0.0000, 59.7541__0.0000, 60.5664__0.0000, 62.4089__0.0000, 62.7258__0.0000, 64.0000__0.0000
